De ref,school name,management type,constituency,total enrolment,nearest_school,nearest_management_type,nearest_distance,area
2036149,"St Finlough's Primary School, Sistrakeel",Catholic Maintained,East Londonderry,59.0,Ballykelly Primary School,Controlled,2.9,26.2
2036153,"St Scire's Primary School, Trillick",Catholic Maintained,West Tyrone,135.0,"Queen Elizabeth II Primary School, Kilskeery",Controlled,3.3,33.4
2036181,"St Mary's Primary School, Teemore",Catholic Maintained,Fermanagh And South Tyrone,143.0,"St Ninnidh's Primary School, Derrylin",Catholic Maintained,6.0,114.3
2036186,"St Dympna's Primary School, Dromore",Catholic Maintained,West Tyrone,214.0,"Dromore Primary School, Tyrone",Controlled,1.0,3.0
2036187,"St John's Primary School, Dernaflaw",Catholic Maintained,East Londonderry,167.0,"St Canice Primary School, Dungiven",Catholic Maintained,3.4,37.0
2036213,"St Columban's Primary School, Belcoo",Catholic Maintained,Fermanagh And South Tyrone,94.0,"Killyhommon Primary School, Enniskillen",Catholic Maintained,8.6,233.8
2036227,"St Paul's Primary School, Slievemore",Catholic Maintained,Foyle,218.0,"Hollybush Primary School, Culmore",Catholic Maintained,0.5,0.8
2036247,"St Columba's Primary School, Newbuildings",Catholic Maintained,Foyle,41.0,Newbuildings Primary School,Controlled,0.2,0.2
2036258,"St Davog's Primary School, Belleek",Catholic Maintained,Fermanagh And South Tyrone,105.0,Belleek No 2 Primary School,Controlled,0.3,0.3
2036259,"Sacred Heart Primary School, Trench Road",Catholic Maintained,Foyle,424.0,"Chapel Road Primary School, Londonderry",Catholic Maintained,0.6,1.0
2036288,"Good Shepherd Primary School, Derry",Catholic Maintained,Foyle,437.0,"Chapel Road Primary School, Londonderry",Catholic Maintained,0.4,0.5
2036291,"St Oliver Plunkett Primary School, Beragh",Catholic Maintained,West Tyrone,140.0,"Cooley Primary School, Sixmilecross",Controlled,3.3,34.2
2036356,"St Mary's Primary School, Tempo",Catholic Maintained,Fermanagh And South Tyrone,146.0,Tempo Primary School,Controlled,1.0,3.0
2036415,"Our Lady of Lourdes Primary School, Greencastle",Catholic Maintained,West Tyrone,115.0,"St Brigid's Primary School, Mountfield",Catholic Maintained,7.2,160.7
2036449,"Christ the King Primary School, Omagh",Catholic Maintained,West Tyrone,196.0,"Gibson Primary School, Omagh",Controlled,1.1,3.9
2036458,"St Mary's Primary School, Gortnaghey",Catholic Maintained,East Londonderry,76.0,"Drumrane Primary School, Dungiven",Controlled,2.5,19.1
2036459,"St Theresa's Primary School, Glebe",Catholic Maintained,West Tyrone,81.0,Sion Mills Primary School,Controlled Integrated,1.1,3.7
2036461,"St Therese Primary School, Lenamore",Catholic Maintained,Foyle,354.0,"St Brigid's Primary School, Carnhill",Catholic Maintained,1.0,2.8
2036465,"Chapel Road Primary School, Londonderry",Catholic Maintained,Foyle,193.0,"Good Shepherd Primary School, Derry",Catholic Maintained,0.4,0.5
2036472,"Holy Family Primary School, Derry",Catholic Maintained,Foyle,520.0,"Gaelscoil Na Daroige, Derry",Other Maintained,0.6,1.2
2036473,"St Eithne's Primary School, Londonderry",Catholic Maintained,Foyle,311.0,"Holy Family Primary School, Derry",Catholic Maintained,0.7,1.7
2036475,Longtower Primary School,Catholic Maintained,Foyle,290.0,Nazareth House Primary School,Catholic Maintained,0.3,0.4
2036533,"Hollybush Primary School, Culmore",Catholic Maintained,Foyle,428.0,"St Paul's Primary School, Slievemore",Catholic Maintained,0.5,0.8
2036555,"St Eugene's Primary School, Derry",Catholic Maintained,Foyle,199.0,Londonderry Model Primary School,Controlled,0.2,0.2
2036557,"All Saint's Primary School, Tattysallagh",Catholic Maintained,West Tyrone,102.0,"Gillygooley Primary School, Omagh",Controlled,5.8,106.7
2036574,"Bunscoil Cholmcille, Derry",Catholic Maintained,Foyle,151.0,"Steelstown Primary School, Londonderry",Catholic Maintained,0.0,0.0
2036581,"St Patrick's Primary School, Pennyburn",Catholic Maintained,Foyle,719.0,Greenhaw Primary School,Controlled,0.1,0.0
2036632,"Holy Trinity Primary School, Mill Street",Catholic Maintained,Fermanagh And South Tyrone,617.0,Enniskillen Integrated Primary School,GMI,1.6,8.1
2036659,"St Macartan's Primary School, Roslea",Catholic Maintained,Fermanagh And South Tyrone,81.0,"Aghadrumsee Primary School, Roslea",Controlled,1.0,3.3
2036674,"Holy Family Primary School, Omagh",Catholic Maintained,West Tyrone,325.0,"Gibson Primary School, Omagh",Controlled,1.0,2.9
2036696,"St Mary's Primary School, Strabane",Catholic Maintained,West Tyrone,705.0,"Gaelscoil Ui Dhochartaigh, Strabane",Other Maintained,0.9,2.3
2036703,St Catherine’s Primary School,Catholic Maintained,West Tyrone,457.0,"Gaelscoil Ui Dhochartaigh, Strabane",Other Maintained,0.7,1.4
2036711,Our Lady of Fatima Primary School,Catholic Maintained,East Londonderry,98.0,Eglinton Primary School,Controlled,3.9,48.4
2036712,"St Michael's Primary School, Dunamanagh",Catholic Maintained,West Tyrone,76.0,"Donemana Primary School, Strabane",Controlled,0.9,2.3
2046638,"Gaelscoil Ui Dhochartaigh, Strabane",Other Maintained,West Tyrone,152.0,St Catherine’s Primary School,Catholic Maintained,0.7,1.4
2046646,"Gaelscoil Eadain Mhoir, Derry",Other Maintained,Foyle,184.0,Nazareth House Primary School,Catholic Maintained,0.3,0.3
2046669,"Bunscoil an Traonaigh, Lisnaskea",Other Maintained,Fermanagh And South Tyrone,65.0,"St Ronan's Primary School, Lisnaskea",Catholic Maintained,0.7,1.6
2046677,"Gaelscoil Na gCrann, Omagh",Other Maintained,West Tyrone,184.0,"St Ronan's Primary School, Recarson",Catholic Maintained,1.3,5.3
2046687,"Gaelscoil Na Daroige, Derry",Other Maintained,Foyle,114.0,"Holy Family Primary School, Derry",Catholic Maintained,0.6,1.2
2046689,"Gaelscoil Leim An Mhadaidh, Limavady",Other Maintained,East Londonderry,123.0,"Drumachose Primary School, Limavady",Controlled,0.2,0.1
2056442,Sion Mills Primary School,Controlled Integrated,West Tyrone,235.0,"St Theresa's Primary School, Glebe",Catholic Maintained,1.1,3.7
2066549,Enniskillen Integrated Primary School,GMI,Fermanagh And South Tyrone,465.0,"Holy Trinity Primary School, Mill Street",Catholic Maintained,1.6,8.1
2066552,Omagh Integrated Primary School,GMI,West Tyrone,313.0,"Gaelscoil Na gCrann, Omagh",Other Maintained,2.3,16.0
2066558,Oakgrove Integrated Primary School,GMI,Foyle,430.0,"Good Shepherd Primary School, Derry",Catholic Maintained,0.7,1.6
2066665,"Roe Valley Integrated Primary School, Limavady",GMI,East Londonderry,179.0,Limavady Central Primary School,Controlled,0.9,2.5
3010404,"Tildarg Primary School, Ballyclare",Controlled,South Antrim,38.0,"Kilbride Central Primary School, Ballyclare",Controlled,3.8,45.6
3010486,Larne & Inver Primary School,Controlled,East Antrim,200.0,"St MacNissi's Primary School, Larne",Catholic Maintained,0.6,1.2
3010553,"Carrickfergus Model Primary School, Carrickfergus",Controlled,East Antrim,364.0,"St Nicholas' Primary School, Carrickfergus",Catholic Maintained,0.3,0.4
3010558,"Duneane Primary School, Toomebridge",Controlled,South Antrim,23.0,Moneynick Primary School,Catholic Maintained,2.1,14.2
3010570,"Straid Primary School, Ballyclare",Controlled,South Antrim,18.0,Ballynure Primary School,Controlled,3.5,39.3
3010572,"Carrowreagh Primary School, Ballymoney",Controlled,North Antrim,89.0,"Lislagan Primary School, Ballymoney",Controlled,3.3,34.9
3010594,"Garryduff Primary School, Ballymoney",Controlled,North Antrim,72.0,"St Joseph's Primary School, Dunloy",Catholic Maintained,3.7,43.7
3010631,Ballyclare Primary School,Controlled,South Antrim,533.0,"Fairview Primary School, Ballyclare",Controlled,0.4,0.6
3010642,"Parkgate Primary School, Ballyclare",Controlled,South Antrim,51.0,"Templepatrick Primary School, Ballyclare",Controlled,2.8,24.8
3010646,"Olderfleet Primary School, Larne",Controlled,East Antrim,114.0,"St MacNissi's Primary School, Larne",Catholic Maintained,0.7,1.7
3010696,"Woodburn Primary School, Carrickfergus",Controlled,East Antrim,197.0,"Woodlawn Primary School, Carrickfergus",Controlled,1.5,7.3
3010714,"Buick Memorial Primary School, Ballymena",Controlled,North Antrim,277.0,"The Diamond Primary School, Cullybackey",Controlled,1.7,8.9
3010726,Dunseverick Primary School,Controlled,North Antrim,91.0,Bushmills Primary School,Controlled,5.8,104.2
3010741,"Creavery Primary School, Antrim",Controlled,South Antrim,52.0,Round Tower Integrated Primary School,Controlled Integrated,2.7,22.8
3010745,"Loanends Primary School, Crumlin",Controlled,South Antrim,184.0,"Straidhavern Primary School, Crumlin",Controlled,3.4,35.8
3010754,"Doagh Primary School, Ballyclare",Controlled,South Antrim,134.0,"Kilbride Central Primary School, Ballyclare",Controlled,2.5,20.2
3010779,"The Thompson Primary School, Ballyclare",Controlled,South Antrim,161.0,"Doagh Primary School, Ballyclare",Controlled,3.5,39.3
3010780,"Kirkinriola Primary School, Ballymena",Controlled,North Antrim,93.0,"Braidside Integratead Primary School, Ballymena",GMI,2.2,14.6
3010781,"Harryville Primary School, Ballymena",Controlled,North Antrim,228.0,"Ballykeel Primary School, Ballymena",Controlled,0.9,2.6
3010785,"Eden Primary School, Carrickfergus",Controlled,East Antrim,207.0,"Acorn Integrated Primary School, Carrickfergus",GMI,1.3,5.2
3010787,"Lislagan Primary School, Ballymoney",Controlled,North Antrim,109.0,"Leaney Primary School, Ballymoney",Controlled,2.1,13.6
3010794,"Gracehill Primary School, Ballymena",Controlled,North Antrim,426.0,"Fourtowns Primary School, Ahoghill",Controlled,2.5,19.0
3010795,"Landhead Primary School, Ballymoney",Controlled,North Antrim,54.0,"Leaney Primary School, Ballymoney",Controlled,1.2,4.6
3010796,"Eden Primary School, Ballymoney",Controlled,North Antrim,90.0,"Culcrow Primary School, Aghadowey",Controlled,3.7,42.8
3010802,Ballynure Primary School,Controlled,South Antrim,144.0,"Upper Ballyboley Primary School, Ballyclare",Controlled,2.0,13.1
3010804,"Straidbilly Primary School, Ballymoney",Controlled,North Antrim,87.0,"William Pinkerton Memorial Primary School, Ballymoney",Controlled,5.6,98.0
3010808,"Glynn Primary School, Larne",Controlled,East Antrim,87.0,Larne & Inver Primary School,Controlled,2.4,18.1
3010809,"Ballycarry Primary School, Carrickfergus",Controlled,East Antrim,38.0,"Whitehead Primary School, Carrickfergus",Controlled,3.4,36.9
3010816,Randalstown Central Primary School,Controlled,South Antrim,174.0,"Maine Integrated Primary School, Randalstown",GMI,0.8,2.2
3010817,"Greenisland Primary School, Carrickfergus",Controlled,East Antrim,410.0,"Silverstream Primary School, Greenisland",Controlled,1.0,3.3
3010818,"Moorfields Primary School, Ballymena",Controlled,North Antrim,209.0,"Kells and Connor Primary School, Ballymena",Controlled,4.6,66.5
3010822,"Groggan Primary School, Randalstown",Controlled,South Antrim,127.0,"Maine Integrated Primary School, Randalstown",GMI,4.1,51.6
3010825,"Carnaghts Primary School, Shankbridge",Controlled,North Antrim,94.0,"Kells and Connor Primary School, Ballymena",Controlled,3.2,31.7
3010826,"The Diamond Primary School, Cullybackey",Controlled,North Antrim,151.0,"Buick Memorial Primary School, Ballymena",Controlled,1.7,8.9
3010827,"Whitehouse Primary School, Newtownabbey",Controlled,Belfast North,439.0,"Abbots Cross Primary School, Newtownabbey",Controlled,0.9,2.5
3010828,"Kilbride Central Primary School, Ballyclare",Controlled,South Antrim,102.0,"Doagh Primary School, Ballyclare",Controlled,2.5,20.2
3010829,Antrim Primary School,Controlled,South Antrim,570.0,"St Comgall's Primary School, Antrim",Catholic Maintained,0.8,1.8
3010834,Clough Primary School,Controlled,North Antrim,189.0,"Mary Queen of Peace Primary School, Cargan",Catholic Maintained,3.5,38.4
3010835,"Kells and Connor Primary School, Ballymena",Controlled,North Antrim,221.0,"Carnaghts Primary School, Shankbridge",Controlled,3.2,31.7
3010842,"William Pinkerton Memorial Primary School, Ballymoney",Controlled,North Antrim,89.0,"Bushvalley Primary School, Ballymoney",Controlled,3.7,42.8
3010846,"Whiteabbey Primary School, Newtownabbey",Controlled,East Antrim,423.0,"St James Primary School, Newtownabbey",Catholic Maintained,0.8,2.2
3010847,Portrush Primary School,Controlled,East Londonderry,178.0,"St Patrick's Primary School, Portrush",Catholic Maintained,0.3,0.2
3010850,"Upper Ballyboley Primary School, Ballyclare",Controlled,East Antrim,11.0,Ballynure Primary School,Controlled,2.0,13.1
3010860,"Sunnylands Primary School, Carrickfergus",Controlled,East Antrim,200.0,"Woodlawn Primary School, Carrickfergus",Controlled,0.5,0.8
3010862,"Abbots Cross Primary School, Newtownabbey",Controlled,Belfast North,312.0,"Whitehouse Primary School, Newtownabbey",Controlled,0.9,2.5
3010870,"Moyle Primary School, Larne",Controlled,East Antrim,421.0,"St MacNissi's Primary School, Larne",Catholic Maintained,0.5,0.9
3010873,Bushmills Primary School,Controlled,North Antrim,107.0,"Ballytober Primary School, Bushmills",Controlled,2.2,15.5
3010874,"Whitehead Primary School, Carrickfergus",Controlled,East Antrim,415.0,"Ballycarry Primary School, Carrickfergus",Controlled,3.4,36.9
3010875,Ballymena Primary School,Controlled,North Antrim,244.0,"St Colmcilles Primary School, Ballymena",Catholic Maintained,0.6,1.0
3010878,"Kilmoyle Primary School, Ballymoney",Controlled,North Antrim,111.0,"William Pinkerton Memorial Primary School, Ballymoney",Controlled,5.1,80.2
3010879,"Straidhavern Primary School, Crumlin",Controlled,South Antrim,46.0,"Loanends Primary School, Crumlin",Controlled,3.4,35.8
3010880,"King's Park Primary School, Newtownabbey",Controlled,Belfast North,302.0,"St James Primary School, Newtownabbey",Catholic Maintained,0.5,0.8
3010883,"Linn Primary School, Larne",Controlled,East Antrim,408.0,"St Anthony's Primary School, Larne",Catholic Maintained,0.9,2.7
3010891,"Fourtowns Primary School, Ahoghill",Controlled,North Antrim,268.0,"St Paul's Primary School, Ahoghill",Catholic Maintained,0.9,2.6
3010892,"Ballytober Primary School, Bushmills",Controlled,East Londonderry,83.0,Bushmills Primary School,Controlled,2.2,15.5
3010893,"Knockahollet Primary School, Ballymena",Controlled,North Antrim,67.0,"St Patrick's Primary School, Loughgiel",Catholic Maintained,4.5,62.9
3010895,Rathcoole Primary School,Controlled,Belfast North,174.0,"Abbots Cross Primary School, Newtownabbey",Controlled,1.1,3.5
3012049,"Carnalridge Primary School, Portrush",Controlled,East Londonderry,119.0,"Mill Strand Integrated Primary School, Portrush",GMI,1.8,10.2
3012065,"Culcrow Primary School, Aghadowey",Controlled,East Londonderry,102.0,"Balnamore Primary School, Ballymoney",Controlled,3.0,28.7
3012225,"Damhead Primary School, Coleraine",Controlled,East Londonderry,204.0,"Castleroe Primary School, Coleraine",Controlled,2.6,21.6
3012229,"Hezlett Primary School, Coleraine",Controlled,East Londonderry,165.0,"St Colum's Primary School, Portstewart",Catholic Maintained,5.2,85.6
3012233,"Tobermore Primary School, Tobermore",Controlled,Mid Ulster,79.0,"St Patrick's Primary School, Maghera",Catholic Maintained,3.5,37.5
3012234,"Ampertaine Primary School, Maghera",Controlled,Mid Ulster,120.0,"St John's Primary School, Swatragh",Catholic Maintained,3.3,33.7
3012237,"Killowen Primary School, Coleraine",Controlled,East Londonderry,199.0,"St John's Primary School, Coleraine",Catholic Maintained,0.5,0.8
3012250,Portstewart Primary School,Controlled,East Londonderry,254.0,"St Colum's Primary School, Portstewart",Catholic Maintained,0.3,0.3
3012264,"Millburn Primary School, Coleraine",Controlled,East Londonderry,318.0,"Harpurs Hill Primary School, Coleraine",Controlled,0.7,1.5
3012267,Magherafelt Primary School,Controlled,Mid Ulster,240.0,"Holy Family Primary School, Magherafelt",Catholic Maintained,0.4,0.4
3012269,"Kilrea Primary School, Coleraine",Controlled,East Londonderry,90.0,"St Columba's Primary School, Kilrea",Catholic Maintained,1.1,3.6
3012284,"D H Christie Memorial Primary School, Coleraine",Controlled,East Londonderry,326.0,"St John's Primary School, Coleraine",Catholic Maintained,0.9,2.8
3012288,"Castleroe Primary School, Coleraine",Controlled,East Londonderry,92.0,"The Irish Society's Primary School, Coleraine",Controlled,1.6,7.8
3012290,Bellaghy Primary School,Controlled,Mid Ulster,48.0,"St Mary's Primary School, Bellaghy",Catholic Maintained,0.2,0.2
3012291,Maghera Primary School,Controlled,Mid Ulster,67.0,"St Mary's Primary School, Glenview",Catholic Maintained,0.9,2.3
3013301,"Carnmoney Primary School, Newtownabbey",Controlled,South Antrim,378.0,St Mary's-on-the-Hill Primary School,Catholic Maintained,0.6,1.2
3013310,"Broughshane Primary School, Ballymena",Controlled,North Antrim,309.0,"Kirkinriola Primary School, Ballymena",Controlled,3.0,29.1
3013315,"Ballykeel Primary School, Ballymena",Controlled,North Antrim,423.0,"Harryville Primary School, Ballymena",Controlled,0.9,2.6
3013322,"Camphill Primary School, Ballymena",Controlled,North Antrim,388.0,"Harryville Primary School, Ballymena",Controlled,1.0,3.3
3013323,Mossgrove Primary School,Controlled,Belfast North,230.0,"Ballyhenry Primary School, Newtownabbey",Controlled,0.5,0.9
3013325,"Leaney Primary School, Ballymoney",Controlled,North Antrim,287.0,"St Brigid's Primary School, Ballymoney",Catholic Maintained,1.0,3.4
3013330,"Victoria Primary School, Carrickfergus",Controlled,East Antrim,410.0,"Acorn Integrated Primary School, Carrickfergus",GMI,0.2,0.1
3013331,Ballycraigy Primary School,Controlled,South Antrim,147.0,"Greystone Primary School, Antrim",Controlled,0.7,1.5
3013332,"Toreagh Primary School, Larne",Controlled,East Antrim,114.0,"Glynn Primary School, Larne",Controlled,4.0,50.5
3013700,"Macosquin Primary School, Coleraine",Controlled,East Londonderry,183.0,"Castleroe Primary School, Coleraine",Controlled,2.8,25.2
3013704,Castledawson Primary School,Controlled,Mid Ulster,139.0,"New Row Primary School, Castledawson",Catholic Maintained,0.3,0.3
3016005,"Silverstream Primary School, Greenisland",Controlled,East Antrim,147.0,"Greenisland Primary School, Carrickfergus",Controlled,1.0,3.3
3016014,"Templepatrick Primary School, Ballyclare",Controlled,South Antrim,435.0,"Parkgate Primary School, Ballyclare",Controlled,2.8,24.8
3016015,"Mossley Primary School, Newtownabbey",Controlled,South Antrim,548.0,"St MacNissi's Primary School, Newtownabbey",Catholic Maintained,0.4,0.4
3016037,"Greystone Primary School, Antrim",Controlled,South Antrim,174.0,"St Joseph's Primary School, Antrim",Catholic Maintained,0.6,1.0
3016038,"Hollybank Primary School, Monkstown",Controlled,East Antrim,184.0,"King's Park Primary School, Newtownabbey",Controlled,0.9,2.7
3016040,"Armoy Primary School, Ballymoney",Controlled,North Antrim,92.0,"St Olcan's Primary School, Ballymoney",Catholic Maintained,1.4,6.2
3016052,"Harpurs Hill Primary School, Coleraine",Controlled,East Londonderry,244.0,"Millburn Primary School, Coleraine",Controlled,0.7,1.5
3016055,"Gorran Primary School, Coleraine",Controlled,East Londonderry,83.0,"St Columba's Primary School, Garvagh",Catholic Maintained,2.9,26.2
3016058,"Parkhall Primary School, Antrim",Controlled,South Antrim,193.0,Six Mile Integrated Primary School,Controlled Integrated,0.8,2.1
3016063,"Dunclug Primary School, Ballymena",Controlled,North Antrim,161.0,"St Brigid's Primary School, Ballymena",Catholic Maintained,0.9,2.3
3016119,Garvagh Primary School,Controlled,East Londonderry,101.0,St Patrick's & St Joseph's Primary School,Catholic Maintained,1.7,9.6
3016125,Rasharkin Primary School,Controlled,North Antrim,68.0,"St Patrick's Primary School, Rasharkin",Catholic Maintained,1.0,3.2
3016129,"Carniny Primary School, Ballymena",Controlled,North Antrim,287.0,Ballymena Primary School,Controlled,1.0,2.8
3016170,"Ballyhenry Primary School, Newtownabbey",Controlled,Belfast North,152.0,Mossgrove Primary School,Controlled,0.5,0.9
3016225,"Woodlawn Primary School, Carrickfergus",Controlled,East Antrim,135.0,"Sunnylands Primary School, Carrickfergus",Controlled,0.5,0.8
3016244,"Ashgrove Primary School, Newtownabbey",Controlled,Belfast North,362.0,St Mary's-on-the-Hill Primary School,Catholic Maintained,0.3,0.4
3016249,"Earlview Primary School, Newtownabbey",Controlled,South Antrim,205.0,"Carnmoney Primary School, Newtownabbey",Controlled,0.7,1.8
3016252,"Ballysally Primary School, Coleraine",Controlled,East Londonderry,282.0,"Millburn Primary School, Coleraine",Controlled,0.8,2.2
3016257,"Oakfield Primary School, Carrickfergus",Controlled,East Antrim,278.0,"Acorn Integrated Primary School, Carrickfergus",GMI,1.4,5.8
3016260,Cloughmills Primary School,Controlled,North Antrim,89.0,"St Anne's Primary School, Loughgiel",Catholic Maintained,4.6,67.3
3016264,"The Irish Society's Primary School, Coleraine",Controlled,East Londonderry,417.0,"St Malachy's Primary School, Coleraine",Catholic Maintained,0.7,1.4
3016269,"Cairncastle Primary School, Ballygally",Controlled,East Antrim,66.0,"Corran Integrated Primary School, Larne",GMI,4.3,58.2
3016283,"Knockloughrim Primary School, Magherafelt",Controlled,Mid Ulster,126.0,"St Brigid's Primary School, Knockloughrim",Catholic Maintained,3.4,37.3
3016414,"Fairview Primary School, Ballyclare",Controlled,South Antrim,498.0,Ballyclare Primary School,Controlled,0.4,0.6
3016440,Portglenone Primary School,Controlled,North Antrim,134.0,"St Mary's Primary School, Portglenone",Catholic Maintained,0.3,0.3
3016444,"Hazelbank Primary School, Ballymena",Controlled,North Antrim,162.0,"Broughshane Primary School, Ballymena",Controlled,6.8,144.4
3016447,"Balnamore Primary School, Ballymoney",Controlled,North Antrim,16.0,"St Brigid's Primary School, Ballymoney",Catholic Maintained,2.7,22.5
3016594,"Bushvalley Primary School, Ballymoney",Controlled,North Antrim,173.0,"William Pinkerton Memorial Primary School, Ballymoney",Controlled,3.7,42.8
3016705,Islandmagee Primary School,Controlled,East Antrim,138.0,"Glynn Primary School, Larne",Controlled,5.3,87.2
3030434,"Creggan Primary School, Randalstown",Catholic Maintained,South Antrim,107.0,Moneynick Primary School,Catholic Maintained,2.7,22.7
3030438,"Millquarter Primary School, Toomebridge",Catholic Maintained,North Antrim,125.0,"Groggan Primary School, Randalstown",Controlled,4.3,58.6
3030547,"St Patrick's Primary School, Portrush",Catholic Maintained,East Londonderry,69.0,Portrush Primary School,Controlled,0.3,0.2
3030588,"St Mary's Primary School, Rathlin",Catholic Maintained,North Antrim,12.0,"St Patrick's & St Brigid's Primary School, Ballycastle",Catholic Maintained,10.5,344.5
3030621,"St Mary's Primary School, Portglenone",Catholic Maintained,North Antrim,244.0,Portglenone Primary School,Controlled,0.3,0.3
3030688,"Mount St Michael's Primary School, Randalstown",Catholic Maintained,South Antrim,382.0,Randalstown Central Primary School,Controlled,1.0,2.9
3030708,"Glenann Primary School, Cushendall",Catholic Maintained,East Antrim,55.0,"St Mary's Primary School, Cushendall",Catholic Maintained,3.2,32.3
3030719,"St Olcan's Primary School, Ballymoney",Catholic Maintained,North Antrim,77.0,"Armoy Primary School, Ballymoney",Controlled,1.4,6.2
3030815,Moneynick Primary School,Catholic Maintained,South Antrim,59.0,"Duneane Primary School, Toomebridge",Controlled,2.1,14.2
3030832,"St Comgall's Primary School, Antrim",Catholic Maintained,South Antrim,500.0,Antrim Primary School,Controlled,0.8,1.8
3030894,"St Mary's Primary School, Cushendall",Catholic Maintained,East Antrim,142.0,"St Patrick's Primary School, Glenariff",Catholic Maintained,2.2,15.6
3030898,"St Anne's Primary School, Loughgiel",Catholic Maintained,North Antrim,91.0,"St Patrick's Primary School, Loughgiel",Catholic Maintained,3.6,41.6
3030900,"St Anthony's Primary School, Larne",Catholic Maintained,East Antrim,71.0,"Linn Primary School, Larne",Controlled,0.9,2.7
3032018,"St Brigid's Primary School, Tirkane",Catholic Maintained,Mid Ulster,263.0,"St Patrick's Primary School, Maghera",Catholic Maintained,3.0,27.4
3032109,"New Row Primary School, Castledawson",Catholic Maintained,Mid Ulster,198.0,Castledawson Primary School,Controlled,0.3,0.3
3032185,"St Trea's Primary School, Magherafelt",Catholic Maintained,Mid Ulster,106.0,"Woods Primary School, Magherafelt",Controlled,2.4,18.3
3032197,"Knocknagin Primary School, Dessertmartin",Catholic Maintained,Mid Ulster,74.0,"St Columb's Primary School, Desertmartin",Catholic Maintained,2.5,19.0
3032202,"St Columba's Primary School, Garvagh",Catholic Maintained,East Londonderry,101.0,"Gorran Primary School, Coleraine",Controlled,2.9,26.2
3032205,"St Columb's Primary School, Desertmartin",Catholic Maintained,Mid Ulster,77.0,"Knocknagin Primary School, Dessertmartin",Catholic Maintained,2.5,19.0
3032218,"Crossroads Primary School, Kilrea",Catholic Maintained,Mid Ulster,108.0,"Kilrea Primary School, Coleraine",Controlled,4.1,52.8
3032231,"St Colum's Primary School, Portstewart",Catholic Maintained,East Londonderry,150.0,Portstewart Primary School,Controlled,0.3,0.3
3032246,"St John Bosco Primary School, Ballynease",Catholic Maintained,Mid Ulster,107.0,"St Mary's Primary School, Portglenone",Catholic Maintained,3.0,28.6
3032257,"Anahorish Primary School, Toomebridge",Catholic Maintained,Mid Ulster,186.0,"New Row Primary School, Castledawson",Catholic Maintained,3.4,36.0
3032268,"St Columba's Primary School, Straw",Catholic Maintained,Mid Ulster,145.0,"Gaelscoil Na Speirini, Draperstown",Other Maintained,0.0,0.0
3032271,"St Eoghan's Primary School, Magherafelt",Catholic Maintained,Mid Ulster,131.0,"St Columba's Primary School, Straw",Catholic Maintained,3.9,48.5
3032273,"St Mary's Primary School, Draperstown",Catholic Maintained,Mid Ulster,177.0,"St Columba's Primary School, Straw",Catholic Maintained,2.1,13.5
3032274,"St John's Primary School, Swatragh",Catholic Maintained,Mid Ulster,225.0,"Ampertaine Primary School, Maghera",Controlled,3.3,33.7
3032275,"St Mary's Primary School, Greenlough",Catholic Maintained,Mid Ulster,160.0,Portglenone Primary School,Controlled,2.8,25.2
3032281,"St Mary's Primary School, Bellaghy",Catholic Maintained,Mid Ulster,208.0,Bellaghy Primary School,Controlled,0.2,0.2
3032285,St Patrick's & St Joseph's Primary School,Catholic Maintained,East Londonderry,155.0,Garvagh Primary School,Controlled,1.7,9.6
3032297,"St Malachy's Primary School, Coleraine",Catholic Maintained,East Londonderry,170.0,"Killowen Primary School, Coleraine",Controlled,0.7,1.3
3033303,"St Oliver Plunkett's Primary School, Toomebridge",Catholic Maintained,South Antrim,206.0,"Duneane Primary School, Toomebridge",Controlled,3.1,29.6
3033313,"St Bernard's Primary School, Newtownabbey",Catholic Maintained,Belfast North,624.0,"Glengormley Integrated Primary School, Newtownabbey",Controlled Integrated,0.5,0.7
3033317,"St John's Primary School, Carnlough",Catholic Maintained,East Antrim,146.0,"Carnlough Integrated Primary School, Ballymena",Controlled Integrated,0.5,0.8
3033320,"St Patrick's Primary School, Rasharkin",Catholic Maintained,North Antrim,242.0,Rasharkin Primary School,Controlled,1.0,3.2
3033326,"St Brigid's Primary School, Ballymoney",Catholic Maintained,North Antrim,209.0,Ballymoney Model Controlled Integrated Primary School,Controlled Integrated,0.5,0.9
3033709,"St John's Primary School, Coleraine",Catholic Maintained,East Londonderry,166.0,"Killowen Primary School, Coleraine",Controlled,0.5,0.8
3036026,"St Joseph's Primary School, Crumlin",Catholic Maintained,South Antrim,541.0,"Gaelscoil Ghleann Darach, Crumlin",Other Maintained,0.0,0.0
3036039,"St Mary's Primary School, Glenview",Catholic Maintained,Mid Ulster,274.0,Maghera Primary School,Controlled,0.9,2.3
3036046,St Mary's-on-the-Hill Primary School,Catholic Maintained,Belfast North,342.0,"Ashgrove Primary School, Newtownabbey",Controlled,0.3,0.4
3036050,"St Joseph's Primary School, Antrim",Catholic Maintained,South Antrim,345.0,"Greystone Primary School, Antrim",Controlled,0.6,1.0
3036100,"St James Primary School, Newtownabbey",Catholic Maintained,East Antrim,261.0,"King's Park Primary School, Newtownabbey",Controlled,0.5,0.8
3036103,"St Brigid's Primary School, Knockloughrim",Catholic Maintained,Mid Ulster,263.0,"Knockloughrim Primary School, Magherafelt",Controlled,3.4,37.3
